station_name,free_bikes,empty_slots,latitude,longitude,timestamp
Frankenallee/Rebstöcker Straße,1,39,50.10289764404297,8.626494407653809,2026-01-07 22:32:27.271958
Eschersheimer Landstraße / HfMDK Frankfurt,4,36,50.12042999267578,8.676219940185547,2026-01-07 22:32:27.271958
Holzhausenstraße / Klettenbergstraße,0,40,50.1273193359375,8.677689552307129,2026-01-07 22:32:27.271959
Buchgasse / Limpurgergasse,3,37,50.109737396240234,8.679792404174805,2026-01-07 22:32:27.271960
Bockenheimer Landstraße / Liebigstraße,7,33,50.117156982421875,8.665972709655762,2026-01-07 22:32:27.271962
Deutsche Bundesbank,3,37,50.13616180419922,8.659581184387207,2026-01-07 23:02:27.621551
S-Bahn Station Galluswarte / Mainzer Landstraße,0,40,50.10348129272461,8.64473819732666,2026-01-07 23:02:27.621561
Kantstraße / Berger Straße,0,40,50.120548248291016,8.695967674255371,2026-01-07 23:02:27.621564
Mörfelder Landstraße / Riedhofweg,8,32,50.09166717529297,8.67452335357666,2026-01-07 23:02:27.621569
Taunusstraße / Gallusanlage,11,29,50.11044692993164,8.670585632324219,2026-01-07 23:02:27.621571
Bahnhof Rödelheim,2,38,50.124778747558594,8.607489585876465,2026-01-07 23:02:27.621573
Hermann-Eggert-Straße / ICE-Werk,11,29,50.09389114379883,8.63155746459961,2026-01-07 23:02:27.621574
Stralsunder Straße 34,1,39,50.130836486816406,8.669713020324707,2026-01-07 23:02:27.621576
Bahnhof Niederrad,0,40,50.08076095581055,8.637449264526367,2026-01-07 23:02:27.621577
Sandweg / Pfingstweidstraße,0,40,50.1160888671875,8.695579528808594,2026-01-07 23:02:27.621579
Griesheimer Stadtweg / Schöffenstraße,1,39,50.091331481933594,8.615250587463379,2026-01-07 23:02:27.621580
Nibelungenplatz / Nibelungen Allee,1,39,50.128929138183594,8.692561149597168,2026-01-07 23:02:27.621581
Anhalter Straße / Rumpenheimer Straße,9,31,50.124141693115234,8.790240287780762,2026-01-07 23:02:27.621583
Horst-Schulmann Straße / Sonnemannstraße,15,25,50.109771728515625,8.700186729431152,2026-01-07 23:02:27.621584
Campus Eschborn / Düsseldorfer Straße,3,37,50.130821228027344,8.570685386657715,2026-01-07 23:02:27.621586
Gerbermühlstraße / Zum Schlegelhof,4,36,50.10457229614258,8.703683853149414,2026-01-07 23:02:27.621587
Bahnhof Offenbach Ost/Lämmerspieler Weg,4,36,50.10245895385742,8.784159660339355,2026-01-07 23:02:27.621588
U  Fischstein / Am Industriehof,1,39,50.12944030761719,8.623920440673828,2026-01-07 23:02:27.621590
Balduinstraße,1,39,50.09769058227539,8.715438842773438,2026-01-07 23:02:27.621591
Luxemburger Allee / Rhönstraße,3,37,50.11930465698242,8.712139129638672,2026-01-07 23:02:27.621593
Eschenheimer Tor / Taubenstraße,12,28,50.11688232421875,8.679264068603516,2026-01-07 23:02:27.621594
Kurhessenplatz / Scharfensteinerstraße,9,31,50.1298828125,8.797810554504395,2026-01-07 23:02:27.621599
Ostendplatz / Seligenstädter Straße,4,36,50.087284088134766,8.808518409729004,2026-01-07 23:02:27.621603
Goldsteinstraße / Hahnstraße,3,37,50.08466720581055,8.63293743133545,2026-01-07 23:02:27.621604
Kasseler Straße / Ederstraße,7,33,50.11992263793945,8.638671875,2026-01-07 23:02:27.621605
Hans-Thoma Straße / Städelstraße,7,33,50.10404968261719,8.678319931030273,2026-01-07 23:02:27.621607
Franz-Rücker-Allee / Hedwig-Dransfeld-Straße,14,26,50.128597259521484,8.64642333984375,2026-01-07 23:02:27.621608
Lindner Hotel Main Plaza,2,38,50.1063346862793,8.695819854736328,2026-01-07 23:02:27.621609
Eschersheimer Landstraße / Adickes-Allee (Polizeip,0,40,50.131404876708984,8.672572135925293,2026-01-07 23:02:27.621610
Am Schwalbenschwanz / Chamissostraße,2,38,50.14973449707031,8.659971237182617,2026-01-07 23:02:27.621611
Friedberger Landstraße / Vogelsbergstraße,0,40,50.12522888183594,8.691948890686035,2026-01-07 23:02:27.621613
Kleine Nelkenstraße / Praunheimer Landstraße,4,36,50.13410186767578,8.625885963439941,2026-01-07 23:02:27.621614
Mainkai / Historisches Museum,6,34,50.109214782714844,8.682565689086914,2026-01-07 23:02:27.621615
S Station Griesheim Südseite,1,39,50.09398651123047,8.607354164123535,2026-01-07 23:02:27.621616
Praunheimer Landstraße / Im Vogelsgesang,6,34,50.138729095458984,8.624698638916016,2026-01-07 23:02:27.621617
Blue-Towers,7,33,50.08042526245117,8.623993873596191,2026-01-07 23:02:27.621619
Campus Riedberg / Institut für Organische Chemie,0,40,50.17289733886719,8.631454467773438,2026-01-07 23:02:27.621620
Friedensbrücke / Theodor-Stern-Kai,3,37,50.099910736083984,8.66762638092041,2026-01-07 23:02:27.621621
Bruchfeldplatz,4,36,50.08738708496094,8.644618034362793,2026-01-07 23:02:27.621622
Ruth-Mufang-Straße / Riedbergallee,2,38,50.174678802490234,8.627827644348145,2026-01-07 23:02:27.621623
Frankenallee / Bushaltestelle Haus Gallus,0,40,50.104679107666016,8.643461227416992,2026-01-07 23:02:27.621624
Altenhöferallee / Werkstattzentrale,0,40,50.17414855957031,8.634039878845215,2026-01-07 23:02:27.621626
Frankfurt-Louisa / S-Bahn-Station,0,40,50.083492279052734,8.670733451843262,2026-01-07 23:02:27.621629
Marbachweg / Kaiser-Sigmund-Straße,0,40,50.140621185302734,8.677789688110352,2026-01-07 23:02:27.621631
Wiesenhüttenplatz,1,39,50.10496139526367,8.666950225830078,2026-01-07 23:02:27.621632
S Eschborn Bahnhof,7,33,50.14322280883789,8.561345100402832,2026-01-07 23:02:27.621633
Europaallee  / Londoner Straße,1,39,50.108543395996094,8.64803695678711,2026-01-07 23:02:27.621634
Schwalbacher Straße / Ludwig-Erhard-Straße,4,36,50.14419174194336,8.555472373962402,2026-01-07 23:02:27.621636
HR / Bertramswiese 8,0,40,50.13663101196289,8.675122261047363,2026-01-07 23:02:27.621637
Mergenthalerallee / Frankfurter Straße,4,36,50.13349151611328,8.567211151123047,2026-01-07 23:02:27.621639
Hauptbahnhof Südeingang / Mannheimer Str.,0,40,50.10599899291992,8.664427757263184,2026-01-07 23:02:27.621640
Braubachstraße / Domstraße,2,38,50.11168670654297,8.684393882751465,2026-01-07 23:02:27.621641
Hansaallee / Platenstraße,0,40,50.1364631652832,8.66742992401123,2026-01-07 23:02:27.621642
Kaiserlei Ausgang Brüsseler Platz,1,39,50.10519790649414,8.736538887023926,2026-01-07 23:02:27.621644
Eschborn Rathausplatz,4,36,50.14080810546875,8.571972846984863,2026-01-07 23:02:27.621645
Rathaus/Berliner Straße,2,38,50.105918884277344,8.761910438537598,2026-01-07 23:02:27.621646
Melemstraße / Eysseneckstraße,0,40,50.1297492980957,8.675399780273438,2026-01-07 23:02:27.621651
Europaallee / Stephensonstraße,28,12,50.10850143432617,8.638931274414062,2026-01-07 23:02:27.621653
DB Fernverkehr ,4,36,50.092567443847656,8.621186256408691,2026-01-07 23:02:27.621654
Am Römerhof / Europa-Allee,5,35,50.108001708984375,8.622349739074707,2026-01-07 23:02:27.621656
Günthersburgallee / Rothschildallee,0,40,50.12655258178711,8.698197364807129,2026-01-07 23:02:27.621657
Idsteiner Straße / Schneidhainer Straße,1,39,50.10533142089844,8.629496574401855,2026-01-07 23:02:27.621661
Haltestelle Rennbahn,13,27,50.08331298828125,8.651432037353516,2026-01-07 23:02:27.621662
Studentenwohnheim Sandhöfer Allee 2,8,32,50.09217071533203,8.66011905670166,2026-01-07 23:02:27.621663
LES 30.32.34 / Industriestraße,3,37,50.14710998535156,8.551597595214844,2026-01-07 23:02:27.621665
Am Hochwehr / Hügelstraße,5,35,50.143898010253906,8.653403282165527,2026-01-07 23:02:27.621672
Ziegelhüttenplatz / Ziegelhüttenweg,0,40,50.09526824951172,8.681842803955078,2026-01-07 23:02:27.621674
Eschersheimer Landstraße / Fritz-Tarnow-Straße,0,40,50.142730712890625,8.668985366821289,2026-01-07 23:02:27.621675
Saalburgallee / Wittelsbacherallee,0,40,50.124755859375,8.713567733764648,2026-01-07 23:02:27.621676
Lokalbahnhof,6,34,50.10184860229492,8.691269874572754,2026-01-07 23:02:27.621678
Kelsterbacher Straße / Schwanheimer Straße,2,38,50.088531494140625,8.64626693725586,2026-01-07 23:02:27.621679
Fritzlarerstraße / Kirchplatz,9,31,50.12505340576172,8.637423515319824,2026-01-07 23:02:27.621681
Campus Westend Hörsaalzentrum,0,40,50.12852096557617,8.666016578674316,2026-01-07 23:02:27.621682
Hallgartenstraße / Hartmann-Ibach-Straße,0,40,50.13087463378906,8.699603080749512,2026-01-07 23:02:27.621684
Eckenheimer Landstraße / Holzhausenstraße,0,40,50.128299713134766,8.684428215026855,2026-01-07 23:02:27.621685
Geleitsstraße / Wendelsweg,0,40,50.099971771240234,8.69491958618164,2026-01-07 23:02:27.621687
Walter-Kolb-Straße / Elisabethenstraße,2,38,50.106327056884766,8.687041282653809,2026-01-07 23:02:27.621688
Bremer Platz / Fürstenbergstraße,3,37,50.12406539916992,8.66972827911377,2026-01-07 23:02:27.621696
Roßmarkt / An der Hauptwache,5,35,50.1128044128418,8.67853832244873,2026-01-07 23:02:27.621698
Hanauer Landstraße 287,9,31,50.116188049316406,8.725687980651855,2026-01-07 23:02:27.621699
Gerauer Straße / Güntherstraße,4,36,50.081443786621094,8.645849227905273,2026-01-07 23:02:27.621701
Leonardo-da-Vinci-Allee / Am Römerhof,0,40,50.11327362060547,8.627622604370117,2026-01-07 23:02:27.621705
Deutsche Bibliothek,2,38,50.131717681884766,8.683323860168457,2026-01-07 23:02:27.621707
Niederräder Brücke / Hahnstraße,0,40,50.087928771972656,8.631414413452148,2026-01-07 23:02:27.621708
Campus Westend IG Farben,15,25,50.12567138671875,8.665367126464844,2026-01-07 23:02:27.621709
Universitätsklinikum Parkhaus / Sandhofstraße,1,39,50.093040466308594,8.655517578125,2026-01-07 23:02:27.621710
S Station Mühlberg,1,39,50.10173797607422,8.700605392456055,2026-01-07 23:02:27.621712
Südbahnhof / Eingang Diesterwegplatz,5,35,50.10013961791992,8.684870719909668,2026-01-07 23:02:27.621713
Adalbertstraße / Schlossstraße,6,34,50.118892669677734,8.643545150756836,2026-01-07 23:02:27.621714
Mannheimer Straße / Hardenbergstraße,1,39,50.10301208496094,8.656966209411621,2026-01-07 23:02:27.621715
Lyoner Str. / Herriotstr.,4,36,50.08216857910156,8.62816047668457,2026-01-07 23:02:27.621717
Waldschmidtstraße / Wittelsbacher Allee,0,40,50.11827087402344,8.701419830322266,2026-01-07 23:02:27.621718
Am Weißen Stein / Maybachstraße,1,39,50.15814208984375,8.65456771850586,2026-01-07 23:02:27.621719
Hermann-Eggert-Straße / Wohnheim,5,35,50.10038757324219,8.646162986755371,2026-01-07 23:02:27.621721
Wittelsbacher Allee/ Habsburger Allee,5,35,50.12004089355469,8.70531177520752,2026-01-07 23:02:27.621722
Carlo-Schmid-Platz  / Depot,14,26,50.12031173706055,8.651659965515137,2026-01-07 23:02:27.621723
Mövenpick Hotel,2,38,50.109920501708984,8.651028633117676,2026-01-07 23:02:27.621725
Seckbacher Landstraße / Nußbaumstraße,0,40,50.13493728637695,8.712231636047363,2026-01-07 23:02:27.621726
Theodor-Heuss-Allee / Varrentrappstraße,3,37,50.114200592041016,8.645977020263672,2026-01-07 23:02:27.621727
Leonardo-da-Vinci Allee / August-Euler Allee,3,37,50.113853454589844,8.622892379760742,2026-01-07 23:02:27.621728
Holbeinstraße / Nordheimstraße,3,37,50.099239349365234,8.677009582519531,2026-01-07 23:02:27.621732
Europagarten,4,36,50.10829162597656,8.62908935546875,2026-01-07 23:02:27.621733
Grüne Straße / Hanauer Landstraße,3,37,50.113075256347656,8.696329116821289,2026-01-07 23:02:27.621734
Habsburger Allee / Rhönstraße,1,39,50.11752700805664,8.708494186401367,2026-01-07 23:02:27.621735
Rohrbachstraße / Hartmann-Ibach-Straße,0,40,50.12902069091797,8.700864791870117,2026-01-07 23:02:27.621737
Deutschordenstraße / Komturstraße,3,37,50.08976745605469,8.652321815490723,2026-01-07 23:02:27.621738
Berger Straße / Eulengasse,0,40,50.132503509521484,8.715316772460938,2026-01-07 23:02:27.621739
Franklinstraße / Galvanistraße,4,36,50.115516662597656,8.636160850524902,2026-01-07 23:02:27.621740
Kaiserplatz / Kaiserstraße,19,21,50.11042022705078,8.674960136413574,2026-01-07 23:02:27.621741
Fressgass,14,26,50.114173889160156,8.676284790039062,2026-01-07 23:02:27.621744
Studentenwohnheim Ginnheimer Landstr. 42,0,40,50.13013458251953,8.645855903625488,2026-01-07 23:02:27.621745
DB Connect Zentrale / Mainzer Landstr. 169,2,38,50.106014251708984,8.652424812316895,2026-01-07 23:02:27.621747
Walter-Kolb-Straße / Laubestraße,1,39,50.104736328125,8.684187889099121,2026-01-07 23:02:27.621748
Hausener Weg / Ludwig-Landmann-Straße,4,36,50.13146209716797,8.619362831115723,2026-01-07 23:02:27.621749
Bürgeramt / Zeil,1,39,50.11483383178711,8.692825317382812,2026-01-07 23:02:27.621750
Universitätsklinikum / Theodor-Stern-Kai,18,22,50.09653091430664,8.660743713378906,2026-01-07 23:02:27.621751
Ackermannstraße / Cordierstraße,1,39,50.10084533691406,8.625304222106934,2026-01-07 23:02:27.621753
Jürgen-Ponto-Platz / Neckarstraße (DB-Tower),2,38,50.10962677001953,8.669751167297363,2026-01-07 23:02:27.621754
Max-von-Laue-Straße / Biologicum,1,39,50.17292785644531,8.627294540405273,2026-01-07 23:02:27.621756
Schwarzwaldstraße / Neuwiesenstraße,4,36,50.080623626708984,8.65318489074707,2026-01-07 23:02:27.621760
Sternstraße / Unterweg,0,40,50.12023162841797,8.682299613952637,2026-01-07 23:02:27.621763
Reichsforststraße / Waldstraße,11,29,50.07832336425781,8.648070335388184,2026-01-07 23:02:27.621765
S Lokalbahnhof / Siemensstraße,0,40,50.10275650024414,8.69517993927002,2026-01-07 23:02:27.621766
Weidenbornstraße / Comeniusstraße,0,40,50.13130187988281,8.705388069152832,2026-01-07 23:02:27.621767
Ostbahnhof / Hanauer Landstraße,0,40,50.111820220947266,8.708580017089844,2026-01-07 23:02:27.621769
Seckbacher Landstraße / Weidenbornstraße,1,39,50.130977630615234,8.70896053314209,2026-01-07 23:02:27.621770
Kettenhofweg / Corneliusstraße,0,40,50.11634063720703,8.659880638122559,2026-01-07 23:02:27.621771
Paul-Ehrlich-Straße / Kennedyallee,5,35,50.093849182128906,8.665448188781738,2026-01-07 23:02:27.621773
S Bhf. Taunusanlage / Guiollettstraße,4,36,50.11423110961914,8.669500350952148,2026-01-07 23:02:27.621774
Gießener Straße / Marbachweg,0,40,50.14387512207031,8.692212104797363,2026-01-07 23:02:27.621776
Alte Brücke / Mainkai,2,38,50.10986328125,8.687676429748535,2026-01-07 23:02:27.621777
Universitätsklinikum / Kernbereich I,13,27,50.09690475463867,8.664177894592285,2026-01-07 23:02:27.621778
Ludwigstraße / Niddastraße,19,21,50.107444763183594,8.658690452575684,2026-01-07 23:02:27.621780
Haardtwaldplatz,8,32,50.08610916137695,8.636055946350098,2026-01-07 23:02:27.621781
Eschersheimer Landstraße / Hügelstraße,1,39,50.14788818359375,8.666972160339355,2026-01-07 23:02:27.621783
Marbachweg / Eschersheimer Landstraße,1,39,50.1394157409668,8.670504570007324,2026-01-07 23:02:27.621784
Woolworth Leipziger Strasse,0,40,50.123497009277344,8.643072128295898,2026-01-07 23:02:27.621785
Südbahnhof / Mörfelder Landstraße,0,40,50.098751068115234,8.687594413757324,2026-01-07 23:02:27.621787
Rohrbachstraße / Rothschildallee,0,40,50.1283073425293,8.696378707885742,2026-01-07 23:02:27.621788
U  Heddernheim,7,33,50.160945892333984,8.650035858154297,2026-01-07 23:02:27.621791
Stresemannallee / S-Bahn-Station,8,32,50.09413528442383,8.671173095703125,2026-01-07 23:02:27.621792
Rödelheimer Landstraße / Breitenbachbrücke,4,36,50.12308883666992,8.632981300354004,2026-01-07 23:02:27.621794
Berger Straße / Höhenstraße,1,39,50.122833251953125,8.701228141784668,2026-01-07 23:02:27.621795
Berger Straße / Falltorstraße,0,40,50.12979507446289,8.713783264160156,2026-01-07 23:02:27.621796
Grüneburgweg / Leerbachstraße,6,34,50.121070861816406,8.672355651855469,2026-01-07 23:02:27.621798
Industriehof,0,40,50.12856674194336,8.62952709197998,2026-01-07 23:02:27.621799
Ledermuseum/Berliner Straße,9,31,50.106109619140625,8.751700401306152,2026-01-07 23:02:27.621800
Arnsburger Straße / Mainkurstraße,2,38,50.125484466552734,8.707107543945312,2026-01-07 23:02:27.621801
Gaugrafenstraße / Am Seedamm,1,39,50.12646484375,8.595523834228516,2026-01-07 23:02:27.621803
Wilhelm-Leuschner-Straße/ Windmühlstraße,0,40,50.10566329956055,8.669916152954102,2026-01-07 23:02:27.621805
Eschersheimer Landstraße / Grüneburgweg,1,39,50.12175369262695,8.675601959228516,2026-01-07 23:02:27.621806
Grüneburgweg / Feldbergstraße,1,39,50.12281036376953,8.665717124938965,2026-01-07 23:02:27.621807
Bahnhof Bieber / Poststraße,4,36,50.090091705322266,8.808309555053711,2026-01-07 23:02:27.621809
Rebstockbad,1,39,50.113037109375,8.61866569519043,2026-01-07 23:02:27.621810
Westhafenplatz / Speicherstraße,5,35,50.101585388183594,8.663290023803711,2026-01-07 23:02:27.621811
Eschborn / Camp-Phönix-Park,5,35,50.13399124145508,8.559188842773438,2026-01-07 23:02:27.621812
Campus UAS Frankfurt,1,39,50.13042449951172,8.692181587219238,2026-01-07 23:02:27.621814
Jean-Paul-Straße / Eichendorffstraße,1,39,50.14297866821289,8.662790298461914,2026-01-07 23:02:27.621815
Theodor-Heuss Allee 106,1,39,50.11555099487305,8.632399559020996,2026-01-07 23:02:27.621816
Bornheimer Landstraße / Bäckerweg,1,39,50.122955322265625,8.692523956298828,2026-01-07 23:02:27.621822
S-Bahn Station Messe,0,40,50.112510681152344,8.643823623657227,2026-01-07 23:02:27.621824
Eckenheimer Landstraße / Barchfeldstraße,0,40,50.148189544677734,8.681821823120117,2026-01-07 23:02:27.621825
Glauburgstraße / Weberstraße,1,39,50.12662887573242,8.68655014038086,2026-01-07 23:02:27.621826
Bockenheimer Landstraße / Mendelssohnstraße,3,37,50.11907196044922,8.659764289855957,2026-01-07 23:02:27.621828
Parlamentsstraße / Bornheimer Landwehr,1,39,50.122230529785156,8.7168550491333,2026-01-07 23:02:27.621829
François-Mitterrand-Platz,4,36,50.11088180541992,8.665425300598145,2026-01-07 23:02:27.621830
Studierendenhaus Jügelstraße / Mertonstraße,0,40,50.11853790283203,8.651871681213379,2026-01-07 23:02:27.621831
Eschersheimer Landstraße / Am Weißen Stein,0,40,50.156612396240234,8.657018661499023,2026-01-07 23:02:27.621833
Kleinmarkthalle,9,31,50.11225509643555,8.68207836151123,2026-01-07 23:02:27.621834
Adlerwerke Kleyerstrasse / Kriegkstrasse,4,36,50.10127639770508,8.639674186706543,2026-01-07 23:02:27.621835
Ackermannstraße / Kleyerstraße,2,38,50.096275329589844,8.627853393554688,2026-01-07 23:02:27.621836
Friedberger Landstraße / Rohrbachstraße,0,40,50.1275634765625,8.692436218261719,2026-01-07 23:02:27.621837
Elbinger Straße / Trakehner Straße,1,39,50.126068115234375,8.626603126525879,2026-01-07 23:02:27.621839
Tel-Aviv Platz,0,40,50.107460021972656,8.62913990020752,2026-01-07 23:02:27.621842
Messe Haupteingang / Friedrich-Ebert-Anlage,10,30,50.112022399902344,8.654200553894043,2026-01-07 23:02:27.621844
Ernst-May-Platz,2,38,50.12641525268555,8.716830253601074,2026-01-07 23:02:27.621845
Alt-Rödelheim / Thudichumstraße,1,39,50.12541961669922,8.611519813537598,2026-01-07 23:02:27.621847
Berliner Straße/Marktplatz,1,39,50.10554885864258,8.764809608459473,2026-01-07 23:02:27.621848
Studentenwohnheim Ludwig-Landmann-Str. 343,4,36,50.12848663330078,8.622259140014648,2026-01-07 23:02:27.621852
Röderbergweg,1,39,50.11333465576172,8.701589584350586,2026-01-07 23:02:27.621853
Portis Büro Eschborn / Ginnheimer Straße,4,36,50.140655517578125,8.579182624816895,2026-01-07 23:02:27.621854
Gartenstraße / Holbeinstraße,6,34,50.10153579711914,8.67471694946289,2026-01-07 23:02:27.621855
DB InfraGO,1,39,50.11347198486328,8.647724151611328,2026-01-07 23:02:27.621857
Eschersheimer Landstraße / Am Lindenbaum,0,40,50.15321350097656,8.66100788116455,2026-01-07 23:02:27.621861
Im Prüfling / Throner Straße,2,38,50.129520416259766,8.707500457763672,2026-01-07 23:02:27.621862
Stadtbücherei Griesheim,0,40,50.09513473510742,8.607426643371582,2026-01-07 23:02:27.621864
Gallusanlage 7,4,36,50.109649658203125,8.6714448928833,2026-01-07 23:02:27.621865
U  Zeilweg,1,39,50.16451644897461,8.642948150634766,2026-01-07 23:02:27.621866
Campus Westend / Hansa-Allee,4,36,50.129119873046875,8.66966438293457,2026-01-07 23:02:27.621868
Reifenberger Straße / Hausener Weg,1,39,50.12868118286133,8.61532974243164,2026-01-07 23:02:27.621869
Eschenheimer Anlage / Oeder Weg (Verkehrsinsel),11,29,50.118160247802734,8.67977237701416,2026-01-07 23:02:27.621870
Philipp-Reis-Straße / Am Dammgraben,2,38,50.1109504699707,8.635615348815918,2026-01-07 23:02:27.621872
U  Leipziger Strasse,1,39,50.122650146484375,8.645650863647461,2026-01-07 23:02:27.621873
Martin-Luther-Straße / Burgstraße,0,40,50.124298095703125,8.697805404663086,2026-01-07 23:02:27.621874
Allerheiligentor,0,40,50.11318588256836,8.6923828125,2026-01-07 23:02:27.621875
Eschborn / S-Bahn Station Eschborn Süd,4,36,50.1339111328125,8.578069686889648,2026-01-07 23:02:27.621877
Burnitzstraße,0,40,50.097434997558594,8.677679061889648,2026-01-07 23:02:27.621878
Diesterwegstraße / Schweizer Platz,0,40,50.101707458496094,8.681083679199219,2026-01-07 23:02:27.621882
Untermainkai / Neue Mainzer Straße,3,37,50.107765197753906,8.675826072692871,2026-01-07 23:02:27.621885
Ginnheimer Landstraße / Wilhelm-Epstein-Straße,14,26,50.1367073059082,8.646073341369629,2026-01-07 23:02:27.621886
Praunheimer Landstraße / Jean-Albert-Schwarz-Straß,11,29,50.1482048034668,8.624140739440918,2026-01-07 23:02:27.621888
Brunnenweg/Wilhelm-Schramm-Straße,13,27,50.08367919921875,8.783610343933105,2026-01-07 23:02:27.621891
Eschersheimer Landstraße / Holzhausenstraße,6,34,50.12673568725586,8.6735258102417,2026-01-07 23:02:27.621893
U Preungesheim,2,38,50.15865707397461,8.687943458557129,2026-01-07 23:02:27.621894
S Eschborn Süd / Stuttgarter Straße,10,30,50.13347244262695,8.57841968536377,2026-01-07 23:02:27.621895
Ostendstraße / Martin-Elsässer-Weg,5,35,50.11140060424805,8.698516845703125,2026-01-07 23:02:27.621897
Campus Riedberg Mensa,5,35,50.171669006347656,8.631916046142578,2026-01-07 23:02:27.621898
Mainzer Landstraße / Rüsselsheimer Straße,7,33,50.10087203979492,8.620850563049316,2026-01-07 23:02:27.621900
Hafenstraße / Speicherstraße,10,30,50.10038757324219,8.660853385925293,2026-01-07 23:02:27.621901
Speyerer Straße / Koblenzer Straße,0,40,50.10734939575195,8.648619651794434,2026-01-07 23:02:27.621902
Rosa-Luxemburg-Straße / Ginnheimer Landstraße,7,33,50.1402702331543,8.646966934204102,2026-01-07 23:02:27.621903
Schmidtstraße 12,3,37,50.10289001464844,8.618450164794922,2026-01-07 23:02:27.621905
Markgrafenstraße / Leipziger Straße,0,40,50.12294387817383,8.64544677734375,2026-01-07 23:02:27.621906
Hügelstraße / Wilhelm-Busch-Straße,0,40,50.147037506103516,8.66157054901123,2026-01-07 23:02:27.621907
Mannheimer Straße / Stuttgarter Straße,0,40,50.10451889038086,8.66165828704834,2026-01-07 23:02:27.621908
KlingelING / Theodor-Heuss-Allee,13,27,50.113983154296875,8.649843215942383,2026-01-07 23:02:27.621910
Schaumainkai / Rubensstraße,2,38,50.101768493652344,8.670740127563477,2026-01-07 23:02:27.621911
Marbachweg / Eckenheimer Landstraße,0,40,50.14198684692383,8.683533668518066,2026-01-07 23:02:27.621915
Eschborn / Helfmann-Park,4,36,50.13827896118164,8.582090377807617,2026-01-07 23:02:27.621916
Pfarrer-Perabo-Platz / Kleyerstraße,10,30,50.098846435546875,8.634016036987305,2026-01-07 23:02:27.621918
Friedberger Landstraße / Dortelweiler Straße,0,40,50.13912582397461,8.698641777038574,2026-01-07 23:02:27.621919
Affentorplatz,5,35,50.10435485839844,8.69019603729248,2026-01-07 23:02:27.621920
Berger Straße / Hermesweg neu,9,31,50.11838150024414,8.691840171813965,2026-01-07 23:02:27.621921
Wolfsgangstraße / Hammanstraße,2,38,50.12434387207031,8.676939964294434,2026-01-07 23:02:27.621922
Frankenallee / Schwalbacherstraße,1,39,50.10417175292969,8.635613441467285,2026-01-07 23:02:27.621924
Schloßstraße / Robert-Mayer-Straße,1,39,50.11750411987305,8.645444869995117,2026-01-07 23:02:27.621925
Eiserne Hand / Scheffelstraße,1,39,50.122100830078125,8.6899995803833,2026-01-07 23:02:27.621926
Zum Brommenhof / Gerbermühlstraße,0,40,50.10464096069336,8.699756622314453,2026-01-07 23:02:27.621928
Mainkai / Am Hafendeck,14,26,50.11272048950195,8.753939628601074,2026-01-07 23:02:27.621929
Bornheimer Landwehr / Wittelsbacherallee,3,37,50.12242126464844,8.710065841674805,2026-01-07 23:02:27.621930
Konstablerwache,14,26,50.11415481567383,8.686700820922852,2026-01-07 23:02:27.621931
Oberlindau / Staufenstraße,3,37,50.11941909790039,8.669050216674805,2026-01-07 23:02:27.621932
Radisson Blu Hotel,2,38,50.117332458496094,8.627662658691406,2026-01-07 23:02:27.621934
Waldemar Straße / Altenhainer Straße,1,39,50.1067008972168,8.634380340576172,2026-01-07 23:02:27.621936
Lurgiallee / Sebastian-Kneipp-Straße,11,29,50.16971969604492,8.6409330368042,2026-01-07 23:02:27.621937
Sophienstraße / Bernusstraße,0,40,50.126220703125,8.645190238952637,2026-01-07 23:02:27.621939
Osthafenplatz / Hanauer Landstraße,12,28,50.11115264892578,8.712002754211426,2026-01-07 23:02:27.621940
Karlsruher Straße  /  Mannheimer Straße,0,40,50.105220794677734,8.663209915161133,2026-01-07 23:02:27.621945
Nordring / Goethering,1,39,50.11164855957031,8.740596771240234,2026-01-07 23:02:27.621947
Kurt-Schumacher Straße / Börneplatz,0,40,50.11198043823242,8.687911033630371,2026-01-07 23:02:27.621948
Grüneburgweg / Siesmayerstraße (Palmengarten),5,35,50.12324523925781,8.658509254455566,2026-01-07 23:02:27.621949
Buchrainplatz,5,35,50.100059509277344,8.724601745605469,2026-01-07 23:02:27.621951
Am Tiergarten / Maulbeerstraße,0,40,50.11530685424805,8.70486068725586,2026-01-07 23:02:27.621952
Deutscher Wetterdienst / August-Bebel-Ring,1,39,50.10219955444336,8.745889663696289,2026-01-07 23:02:27.621953
Rödelheimer Landstraße / Ludwig-Landmann-Straße,10,30,50.121315002441406,8.62018871307373,2026-01-07 23:02:27.621954
Gerauer Straße / Adolf-Miersch-Straße,2,38,50.08340072631836,8.644189834594727,2026-01-07 23:02:27.621955
Bettinaplatz / Bettinastraße,1,39,50.113861083984375,8.656394958496094,2026-01-07 23:02:27.621957
Rechneigrabenstraße / Lange Straße,1,39,50.11119842529297,8.692375183105469,2026-01-07 23:02:27.621961
Alfred-Brehm-Platz / Zoo Frankfurt,1,39,50.115543365478516,8.698468208312988,2026-01-07 23:02:27.621962
Kaiserlei Ausgang Berliner Straße,2,38,50.105228424072266,8.740872383117676,2026-01-07 23:02:27.621963
Schäfergasse / Stephanstraße,2,38,50.11640167236328,8.684700012207031,2026-01-07 23:02:27.621964
